id	name	valenceClass	arousalClass
2416	ACCEDE02416	0	-1
2417	ACCEDE02417	0	0
2418	ACCEDE02418	-1	1
2419	ACCEDE02419	-1	0
2420	ACCEDE02420	-1	-1
2421	ACCEDE02421	-1	1
2422	ACCEDE02422	1	-1
2423	ACCEDE02423	-1	0
2424	ACCEDE02424	0	1
2425	ACCEDE02425	-1	1
2426	ACCEDE02426	0	1
2427	ACCEDE02427	0	-1
2428	ACCEDE02428	-1	-1
2429	ACCEDE02429	-1	-1
2430	ACCEDE02430	-1	-1
2431	ACCEDE02431	-1	-1
2432	ACCEDE02432	0	-1
2433	ACCEDE02433	-1	-1
2434	ACCEDE02434	-1	1
2435	ACCEDE02435	0	-1
2436	ACCEDE02436	-1	0
2437	ACCEDE02437	-1	1
2438	ACCEDE02438	0	0
2439	ACCEDE02439	-1	1
2440	ACCEDE02440	-1	1
2441	ACCEDE02441	-1	1
2442	ACCEDE02442	-1	1
2443	ACCEDE02443	-1	-1
2444	ACCEDE02444	-1	-1
2445	ACCEDE02445	-1	1
2446	ACCEDE02446	0	-1
2447	ACCEDE02447	-1	1
2448	ACCEDE02448	-1	1
2449	ACCEDE02449	1	-1
2450	ACCEDE02450	-1	1
2451	ACCEDE02451	-1	1
2452	ACCEDE02452	-1	-1
2453	ACCEDE02453	1	1
2454	ACCEDE02454	-1	0
2455	ACCEDE02455	-1	1
2456	ACCEDE02456	-1	1
2457	ACCEDE02457	-1	-1
2458	ACCEDE02458	-1	1
2459	ACCEDE02459	-1	1
2460	ACCEDE02460	0	-1
2461	ACCEDE02461	-1	1
2462	ACCEDE02462	0	-1
2463	ACCEDE02463	0	-1
2464	ACCEDE02464	0	-1
2465	ACCEDE02465	0	1
2466	ACCEDE02466	-1	-1
2467	ACCEDE02467	-1	-1
2468	ACCEDE02468	-1	-1
2469	ACCEDE02469	-1	-1
2470	ACCEDE02470	0	-1
2471	ACCEDE02471	-1	-1
2472	ACCEDE02472	1	-1
2473	ACCEDE02473	-1	1
2474	ACCEDE02474	0	-1
2475	ACCEDE02475	-1	-1
2476	ACCEDE02476	-1	1
2477	ACCEDE02477	0	-1
2478	ACCEDE02478	0	-1
2479	ACCEDE02479	-1	1
2480	ACCEDE02480	1	1
2481	ACCEDE02481	0	-1
2482	ACCEDE02482	0	-1
2483	ACCEDE02483	0	1
2484	ACCEDE02484	0	1
2485	ACCEDE02485	-1	1
2486	ACCEDE02486	-1	1
2487	ACCEDE02487	-1	1
2488	ACCEDE02488	-1	1
2489	ACCEDE02489	-1	1
2490	ACCEDE02490	-1	-1
2491	ACCEDE02491	-1	-1
2492	ACCEDE02492	-1	0
2493	ACCEDE02493	0	-1
2494	ACCEDE02494	-1	0
2495	ACCEDE02495	1	-1
2496	ACCEDE02496	-1	0
2497	ACCEDE02497	-1	-1
2498	ACCEDE02498	-1	-1
2499	ACCEDE02499	-1	1
2500	ACCEDE02500	-1	-1
2501	ACCEDE02501	-1	1
2502	ACCEDE02502	-1	1
2503	ACCEDE02503	-1	-1
2504	ACCEDE02504	1	-1
2505	ACCEDE02505	-1	1
2506	ACCEDE02506	-1	-1
2507	ACCEDE02507	-1	1
2508	ACCEDE02508	-1	1
2509	ACCEDE02509	-1	-1
2510	ACCEDE02510	-1	1
2511	ACCEDE02511	-1	1
2512	ACCEDE02512	-1	-1
2513	ACCEDE02513	-1	0
2514	ACCEDE02514	-1	1
2515	ACCEDE02515	-1	0
2516	ACCEDE02516	0	-1
2517	ACCEDE02517	-1	1
2518	ACCEDE02518	-1	1
2519	ACCEDE02519	0	-1
2520	ACCEDE02520	0	0
2521	ACCEDE02521	-1	-1
2522	ACCEDE02522	-1	0
2523	ACCEDE02523	0	1
2524	ACCEDE02524	-1	1
2525	ACCEDE02525	-1	-1
2526	ACCEDE02526	1	-1
2527	ACCEDE02527	0	-1
2528	ACCEDE02528	0	-1
2529	ACCEDE02529	0	-1
2530	ACCEDE02530	-1	1
2531	ACCEDE02531	-1	-1
2532	ACCEDE02532	-1	1
2533	ACCEDE02533	-1	1
2534	ACCEDE02534	-1	1
2535	ACCEDE02535	-1	1
2536	ACCEDE02536	-1	1
2537	ACCEDE02537	-1	-1
2538	ACCEDE02538	0	-1
2539	ACCEDE02539	-1	1
2540	ACCEDE02540	0	1
2541	ACCEDE02541	-1	-1
2542	ACCEDE02542	-1	-1
2543	ACCEDE02543	-1	1
2544	ACCEDE02544	-1	1
2545	ACCEDE02545	-1	1
2546	ACCEDE02546	-1	1
2547	ACCEDE02547	-1	0
2548	ACCEDE02548	-1	-1
2549	ACCEDE02549	1	-1
2550	ACCEDE02550	-1	1
2551	ACCEDE02551	-1	-1
2552	ACCEDE02552	0	-1
2553	ACCEDE02553	1	-1
2554	ACCEDE02554	-1	1
2555	ACCEDE02555	0	1
2556	ACCEDE02556	-1	-1
2557	ACCEDE02557	-1	1
2558	ACCEDE02558	-1	1
2559	ACCEDE02559	-1	1
2560	ACCEDE02560	0	1
2561	ACCEDE02561	-1	-1
2562	ACCEDE02562	-1	1
2563	ACCEDE02563	-1	-1
2564	ACCEDE02564	-1	1
2565	ACCEDE02565	-1	1
2566	ACCEDE02566	0	1
2567	ACCEDE02567	-1	1
2568	ACCEDE02568	-1	1
2569	ACCEDE02569	0	1
2570	ACCEDE02570	-1	-1
2571	ACCEDE02571	0	-1
2572	ACCEDE02572	-1	1
2573	ACCEDE02573	-1	1
2574	ACCEDE02574	-1	-1
2575	ACCEDE02575	-1	1
2576	ACCEDE02576	-1	1
2577	ACCEDE02577	-1	1
2578	ACCEDE02578	-1	1
2579	ACCEDE02579	-1	-1
2580	ACCEDE02580	0	1
2581	ACCEDE02581	-1	1
2582	ACCEDE02582	0	1
2583	ACCEDE02583	-1	-1
2584	ACCEDE02584	-1	1
2585	ACCEDE02585	-1	1
2586	ACCEDE02586	-1	1
2587	ACCEDE02587	-1	1
2588	ACCEDE02588	-1	1
2589	ACCEDE02589	-1	1
2590	ACCEDE02590	-1	-1
2591	ACCEDE02591	-1	1
2592	ACCEDE02592	0	1
2593	ACCEDE02593	0	-1
2594	ACCEDE02594	-1	1
2595	ACCEDE02595	-1	1
2596	ACCEDE02596	-1	1
2597	ACCEDE02597	-1	1
2598	ACCEDE02598	-1	0
2599	ACCEDE02599	-1	1
2600	ACCEDE02600	-1	1
2601	ACCEDE02601	-1	1
2602	ACCEDE02602	-1	1
2603	ACCEDE02603	-1	1
2604	ACCEDE02604	0	-1
2605	ACCEDE02605	-1	1
2606	ACCEDE02606	1	-1
2607	ACCEDE02607	-1	-1
2608	ACCEDE02608	-1	-1
2609	ACCEDE02609	1	-1
2610	ACCEDE02610	1	-1
2611	ACCEDE02611	0	-1
2612	ACCEDE02612	1	0
2613	ACCEDE02613	0	0
2614	ACCEDE02614	0	0
2615	ACCEDE02615	1	-1
2616	ACCEDE02616	1	-1
2617	ACCEDE02617	0	-1
2618	ACCEDE02618	0	-1
2619	ACCEDE02619	0	0
2620	ACCEDE02620	0	0
2621	ACCEDE02621	1	-1
2622	ACCEDE02622	1	-1
2623	ACCEDE02623	1	-1
2624	ACCEDE02624	-1	-1
2625	ACCEDE02625	-1	-1
2626	ACCEDE02626	0	-1
2627	ACCEDE02627	0	-1
2628	ACCEDE02628	1	-1
2629	ACCEDE02629	-1	1
2630	ACCEDE02630	1	-1
2631	ACCEDE02631	1	1
2632	ACCEDE02632	1	-1
2633	ACCEDE02633	1	-1
2634	ACCEDE02634	0	-1
2635	ACCEDE02635	0	-1
2636	ACCEDE02636	1	-1
2637	ACCEDE02637	0	1
2638	ACCEDE02638	1	-1
2639	ACCEDE02639	0	-1
2640	ACCEDE02640	-1	0
2641	ACCEDE02641	1	-1
2642	ACCEDE02642	1	-1
2643	ACCEDE02643	1	1
2644	ACCEDE02644	0	-1
2645	ACCEDE02645	-1	-1
2646	ACCEDE02646	0	-1
2647	ACCEDE02647	1	-1
2648	ACCEDE02648	0	-1
2649	ACCEDE02649	1	-1
2650	ACCEDE02650	0	-1
2651	ACCEDE02651	-1	-1
2652	ACCEDE02652	1	-1
2653	ACCEDE02653	1	-1
2654	ACCEDE02654	-1	-1
2655	ACCEDE02655	1	-1
2656	ACCEDE02656	1	1
2657	ACCEDE02657	0	-1
2658	ACCEDE02658	0	-1
2659	ACCEDE02659	1	-1
2660	ACCEDE02660	1	-1
2661	ACCEDE02661	-1	1
2662	ACCEDE02662	0	-1
2663	ACCEDE02663	0	1
2664	ACCEDE02664	0	-1
2665	ACCEDE02665	-1	1
2666	ACCEDE02666	-1	-1
2667	ACCEDE02667	-1	0
2668	ACCEDE02668	-1	1
2669	ACCEDE02669	0	1
2670	ACCEDE02670	0	0
2671	ACCEDE02671	-1	1
2672	ACCEDE02672	-1	-1
2673	ACCEDE02673	-1	-1
2674	ACCEDE02674	-1	1
2675	ACCEDE02675	-1	-1
2676	ACCEDE02676	-1	-1
2677	ACCEDE02677	-1	1
2678	ACCEDE02678	-1	1
2679	ACCEDE02679	-1	1
2680	ACCEDE02680	0	1
2681	ACCEDE02681	0	1
2682	ACCEDE02682	1	0
2683	ACCEDE02683	-1	-1
2684	ACCEDE02684	-1	-1
2685	ACCEDE02685	-1	1
2686	ACCEDE02686	-1	-1
2687	ACCEDE02687	-1	0
2688	ACCEDE02688	0	1
2689	ACCEDE02689	0	-1
2690	ACCEDE02690	1	-1
2691	ACCEDE02691	0	-1
2692	ACCEDE02692	0	-1
2693	ACCEDE02693	-1	0
2694	ACCEDE02694	1	0
2695	ACCEDE02695	0	0
2696	ACCEDE02696	-1	1
2697	ACCEDE02697	0	-1
2698	ACCEDE02698	-1	-1
2699	ACCEDE02699	-1	-1
2700	ACCEDE02700	1	-1
2701	ACCEDE02701	1	-1
2702	ACCEDE02702	1	1
2703	ACCEDE02703	-1	-1
2704	ACCEDE02704	-1	1
2705	ACCEDE02705	0	-1
2706	ACCEDE02706	0	-1
2707	ACCEDE02707	1	1
2708	ACCEDE02708	-1	1
2709	ACCEDE02709	-1	1
2710	ACCEDE02710	-1	1
2711	ACCEDE02711	-1	1
2712	ACCEDE02712	0	-1
2713	ACCEDE02713	0	0
2714	ACCEDE02714	1	-1
2715	ACCEDE02715	0	0
2716	ACCEDE02716	-1	-1
2717	ACCEDE02717	0	-1
2718	ACCEDE02718	-1	-1
2719	ACCEDE02719	0	-1
2720	ACCEDE02720	-1	1
2721	ACCEDE02721	-1	-1
2722	ACCEDE02722	-1	-1
2723	ACCEDE02723	0	-1
2724	ACCEDE02724	-1	-1
2725	ACCEDE02725	0	-1
2726	ACCEDE02726	1	-1
2727	ACCEDE02727	0	-1
2728	ACCEDE02728	0	-1
2729	ACCEDE02729	-1	-1
2730	ACCEDE02730	0	1
2731	ACCEDE02731	0	1
2732	ACCEDE02732	-1	1
2733	ACCEDE02733	0	-1
2734	ACCEDE02734	1	1
2735	ACCEDE02735	1	-1
2736	ACCEDE02736	1	0
2737	ACCEDE02737	1	1
2738	ACCEDE02738	1	-1
2739	ACCEDE02739	-1	-1
2740	ACCEDE02740	-1	-1
2741	ACCEDE02741	0	0
2742	ACCEDE02742	-1	1
2743	ACCEDE02743	-1	1
2744	ACCEDE02744	-1	1
2745	ACCEDE02745	-1	-1
2746	ACCEDE02746	0	1
2747	ACCEDE02747	-1	1
2748	ACCEDE02748	1	-1
2749	ACCEDE02749	-1	1
2750	ACCEDE02750	-1	1
2751	ACCEDE02751	-1	1
2752	ACCEDE02752	-1	-1
2753	ACCEDE02753	-1	0
2754	ACCEDE02754	0	-1
2755	ACCEDE02755	1	-1
2756	ACCEDE02756	1	-1
2757	ACCEDE02757	1	-1
2758	ACCEDE02758	1	-1
2759	ACCEDE02759	0	-1
2760	ACCEDE02760	0	-1
2761	ACCEDE02761	-1	1
2762	ACCEDE02762	0	1
2763	ACCEDE02763	1	1
2764	ACCEDE02764	-1	-1
2765	ACCEDE02765	-1	1
2766	ACCEDE02766	0	0
2767	ACCEDE02767	-1	-1
2768	ACCEDE02768	-1	1
2769	ACCEDE02769	-1	-1
2770	ACCEDE02770	-1	-1
2771	ACCEDE02771	-1	0
2772	ACCEDE02772	-1	0
2773	ACCEDE02773	0	1
2774	ACCEDE02774	-1	1
2775	ACCEDE02775	-1	-1
2776	ACCEDE02776	-1	1
2777	ACCEDE02777	-1	1
2778	ACCEDE02778	-1	-1
2779	ACCEDE02779	-1	1
2780	ACCEDE02780	-1	0
2781	ACCEDE02781	-1	-1
2782	ACCEDE02782	-1	0
2783	ACCEDE02783	0	1
2784	ACCEDE02784	-1	0
2785	ACCEDE02785	-1	-1
2786	ACCEDE02786	-1	1
2787	ACCEDE02787	-1	1
2788	ACCEDE02788	0	-1
2789	ACCEDE02789	-1	-1
2790	ACCEDE02790	-1	0
2791	ACCEDE02791	-1	-1
2792	ACCEDE02792	-1	-1
2793	ACCEDE02793	-1	-1
2794	ACCEDE02794	-1	1
2795	ACCEDE02795	0	-1
2796	ACCEDE02796	-1	1
2797	ACCEDE02797	-1	-1
2798	ACCEDE02798	-1	1
2799	ACCEDE02799	-1	0
2800	ACCEDE02800	1	-1
2801	ACCEDE02801	-1	-1
2802	ACCEDE02802	0	-1
2803	ACCEDE02803	0	-1
2804	ACCEDE02804	-1	0
2805	ACCEDE02805	0	1
2806	ACCEDE02806	0	-1
2807	ACCEDE02807	-1	-1
2808	ACCEDE02808	0	1
2809	ACCEDE02809	-1	-1
2810	ACCEDE02810	0	-1
2811	ACCEDE02811	-1	-1
2812	ACCEDE02812	-1	0
2813	ACCEDE02813	-1	-1
2814	ACCEDE02814	-1	-1
2815	ACCEDE02815	-1	1
2816	ACCEDE02816	1	-1
2817	ACCEDE02817	1	1
2818	ACCEDE02818	0	1
2819	ACCEDE02819	-1	-1
2820	ACCEDE02820	-1	-1
2821	ACCEDE02821	-1	-1
2822	ACCEDE02822	-1	1
2823	ACCEDE02823	-1	-1
2824	ACCEDE02824	-1	1
2825	ACCEDE02825	-1	0
2826	ACCEDE02826	-1	0
2827	ACCEDE02827	-1	0
2828	ACCEDE02828	0	-1
2829	ACCEDE02829	-1	1
2830	ACCEDE02830	1	-1
2831	ACCEDE02831	-1	0
2832	ACCEDE02832	-1	1
2833	ACCEDE02833	0	-1
2834	ACCEDE02834	-1	1
2835	ACCEDE02835	1	1
2836	ACCEDE02836	0	-1
2837	ACCEDE02837	-1	-1
2838	ACCEDE02838	-1	-1
2839	ACCEDE02839	-1	1
2840	ACCEDE02840	1	1
2841	ACCEDE02841	0	1
2842	ACCEDE02842	-1	1
2843	ACCEDE02843	-1	0
2844	ACCEDE02844	0	1
2845	ACCEDE02845	0	1
2846	ACCEDE02846	-1	1
2847	ACCEDE02847	-1	-1
2848	ACCEDE02848	1	-1
2849	ACCEDE02849	-1	1
2850	ACCEDE02850	1	-1
2851	ACCEDE02851	0	1
2852	ACCEDE02852	1	-1
2853	ACCEDE02853	0	-1
2854	ACCEDE02854	1	1
2855	ACCEDE02855	1	-1
2856	ACCEDE02856	1	1
2857	ACCEDE02857	-1	-1
2858	ACCEDE02858	1	-1
2859	ACCEDE02859	0	-1
2860	ACCEDE02860	1	-1
2861	ACCEDE02861	1	-1
2862	ACCEDE02862	-1	-1
2863	ACCEDE02863	1	-1
2864	ACCEDE02864	0	-1
2865	ACCEDE02865	0	-1
2866	ACCEDE02866	-1	-1
2867	ACCEDE02867	0	1
2868	ACCEDE02868	-1	-1
2869	ACCEDE02869	0	0
2870	ACCEDE02870	0	-1
2871	ACCEDE02871	1	-1
2872	ACCEDE02872	-1	-1
2873	ACCEDE02873	-1	-1
2874	ACCEDE02874	-1	-1
2875	ACCEDE02875	-1	-1
2876	ACCEDE02876	-1	1
2877	ACCEDE02877	0	0
2878	ACCEDE02878	-1	1
2879	ACCEDE02879	-1	1
2880	ACCEDE02880	-1	1
2881	ACCEDE02881	-1	-1
2882	ACCEDE02882	-1	1
2883	ACCEDE02883	-1	-1
2884	ACCEDE02884	0	1
2885	ACCEDE02885	-1	1
2886	ACCEDE02886	-1	1
2887	ACCEDE02887	-1	1
2888	ACCEDE02888	-1	1
2889	ACCEDE02889	0	-1
2890	ACCEDE02890	1	-1
2891	ACCEDE02891	0	-1
2892	ACCEDE02892	-1	-1
2893	ACCEDE02893	0	-1
2894	ACCEDE02894	0	-1
2895	ACCEDE02895	0	0
2896	ACCEDE02896	0	-1
2897	ACCEDE02897	1	-1
2898	ACCEDE02898	0	-1
2899	ACCEDE02899	-1	-1
2900	ACCEDE02900	0	-1
2901	ACCEDE02901	0	-1
2902	ACCEDE02902	0	0
2903	ACCEDE02903	-1	0
2904	ACCEDE02904	0	-1
2905	ACCEDE02905	0	-1
2906	ACCEDE02906	0	0
2907	ACCEDE02907	0	1
2908	ACCEDE02908	-1	1
2909	ACCEDE02909	0	-1
2910	ACCEDE02910	-1	1
2911	ACCEDE02911	1	-1
2912	ACCEDE02912	1	-1
2913	ACCEDE02913	1	-1
2914	ACCEDE02914	-1	-1
2915	ACCEDE02915	0	-1
2916	ACCEDE02916	-1	1
2917	ACCEDE02917	-1	-1
2918	ACCEDE02918	0	-1
2919	ACCEDE02919	0	-1
2920	ACCEDE02920	0	-1
2921	ACCEDE02921	-1	1
2922	ACCEDE02922	-1	1
2923	ACCEDE02923	-1	1
2924	ACCEDE02924	-1	-1
2925	ACCEDE02925	-1	1
2926	ACCEDE02926	-1	-1
2927	ACCEDE02927	-1	1
2928	ACCEDE02928	-1	-1
2929	ACCEDE02929	-1	1
2930	ACCEDE02930	0	1
2931	ACCEDE02931	0	-1
2932	ACCEDE02932	0	-1
2933	ACCEDE02933	1	-1
2934	ACCEDE02934	0	1
2935	ACCEDE02935	0	-1
2936	ACCEDE02936	-1	-1
2937	ACCEDE02937	1	1
2938	ACCEDE02938	-1	0
2939	ACCEDE02939	0	1
2940	ACCEDE02940	1	-1
2941	ACCEDE02941	0	-1
2942	ACCEDE02942	0	-1
2943	ACCEDE02943	1	0
2944	ACCEDE02944	1	-1
2945	ACCEDE02945	1	-1
2946	ACCEDE02946	1	-1
2947	ACCEDE02947	0	0
2948	ACCEDE02948	0	-1
2949	ACCEDE02949	1	-1
2950	ACCEDE02950	0	-1
2951	ACCEDE02951	0	-1
2952	ACCEDE02952	0	0
2953	ACCEDE02953	1	1
2954	ACCEDE02954	0	0
2955	ACCEDE02955	0	-1
2956	ACCEDE02956	-1	1
2957	ACCEDE02957	0	1
2958	ACCEDE02958	-1	1
2959	ACCEDE02959	0	-1
2960	ACCEDE02960	0	-1
2961	ACCEDE02961	0	-1
2962	ACCEDE02962	0	0
2963	ACCEDE02963	0	-1
2964	ACCEDE02964	1	-1
2965	ACCEDE02965	0	0
2966	ACCEDE02966	1	-1
2967	ACCEDE02967	0	-1
2968	ACCEDE02968	-1	-1
2969	ACCEDE02969	-1	0
2970	ACCEDE02970	-1	0
2971	ACCEDE02971	0	-1
2972	ACCEDE02972	-1	1
2973	ACCEDE02973	-1	1
2974	ACCEDE02974	0	0
2975	ACCEDE02975	-1	-1
2976	ACCEDE02976	0	1
2977	ACCEDE02977	-1	1
2978	ACCEDE02978	0	-1
2979	ACCEDE02979	1	-1
2980	ACCEDE02980	1	-1
2981	ACCEDE02981	0	0
2982	ACCEDE02982	0	1
2983	ACCEDE02983	0	0
2984	ACCEDE02984	0	0
2985	ACCEDE02985	-1	-1
2986	ACCEDE02986	0	1
2987	ACCEDE02987	-1	-1
2988	ACCEDE02988	0	1
2989	ACCEDE02989	0	-1
2990	ACCEDE02990	-1	1
2991	ACCEDE02991	0	1
2992	ACCEDE02992	-1	0
2993	ACCEDE02993	-1	1
2994	ACCEDE02994	0	1
2995	ACCEDE02995	0	0
2996	ACCEDE02996	0	1
2997	ACCEDE02997	-1	-1
2998	ACCEDE02998	-1	-1
2999	ACCEDE02999	1	1
3000	ACCEDE03000	0	-1
3001	ACCEDE03001	-1	1
3002	ACCEDE03002	-1	1
3003	ACCEDE03003	0	1
3004	ACCEDE03004	-1	-1
3005	ACCEDE03005	-1	1
3006	ACCEDE03006	-1	-1
3007	ACCEDE03007	-1	-1
3008	ACCEDE03008	-1	0
3009	ACCEDE03009	-1	0
3010	ACCEDE03010	-1	0
3011	ACCEDE03011	-1	1
3012	ACCEDE03012	-1	-1
3013	ACCEDE03013	-1	1
3014	ACCEDE03014	0	-1
3015	ACCEDE03015	-1	1
3016	ACCEDE03016	0	0
3017	ACCEDE03017	0	1
3018	ACCEDE03018	-1	1
3019	ACCEDE03019	-1	1
3020	ACCEDE03020	-1	1
3021	ACCEDE03021	-1	-1
3022	ACCEDE03022	-1	-1
3023	ACCEDE03023	-1	0
3024	ACCEDE03024	-1	1
3025	ACCEDE03025	-1	0
3026	ACCEDE03026	-1	1
3027	ACCEDE03027	-1	-1
3028	ACCEDE03028	1	-1
3029	ACCEDE03029	-1	-1
3030	ACCEDE03030	1	1
3031	ACCEDE03031	-1	1
3032	ACCEDE03032	-1	-1
3033	ACCEDE03033	-1	-1
3034	ACCEDE03034	-1	1
3035	ACCEDE03035	-1	-1
3036	ACCEDE03036	-1	0
3037	ACCEDE03037	0	-1
3038	ACCEDE03038	-1	0
3039	ACCEDE03039	0	-1
3040	ACCEDE03040	-1	1
3041	ACCEDE03041	-1	-1
3042	ACCEDE03042	-1	0
3043	ACCEDE03043	-1	0
3044	ACCEDE03044	0	1
3045	ACCEDE03045	-1	-1
3046	ACCEDE03046	-1	-1
3047	ACCEDE03047	-1	-1
3048	ACCEDE03048	-1	-1
3049	ACCEDE03049	0	-1
3050	ACCEDE03050	0	-1
3051	ACCEDE03051	-1	-1
3052	ACCEDE03052	0	-1
3053	ACCEDE03053	0	0
3054	ACCEDE03054	-1	-1
3055	ACCEDE03055	-1	1
3056	ACCEDE03056	0	-1
3057	ACCEDE03057	0	-1
3058	ACCEDE03058	-1	-1
3059	ACCEDE03059	-1	-1
3060	ACCEDE03060	-1	-1
3061	ACCEDE03061	-1	-1
3062	ACCEDE03062	0	-1
3063	ACCEDE03063	-1	-1
3064	ACCEDE03064	0	-1
3065	ACCEDE03065	0	-1
3066	ACCEDE03066	0	-1
3067	ACCEDE03067	0	-1
3068	ACCEDE03068	0	-1
3069	ACCEDE03069	0	-1
3070	ACCEDE03070	-1	1
3071	ACCEDE03071	0	0
3072	ACCEDE03072	0	-1
3073	ACCEDE03073	-1	-1
3074	ACCEDE03074	1	0
3075	ACCEDE03075	0	-1
3076	ACCEDE03076	-1	1
3077	ACCEDE03077	-1	1
3078	ACCEDE03078	-1	1
3079	ACCEDE03079	1	1
3080	ACCEDE03080	-1	-1
3081	ACCEDE03081	-1	-1
3082	ACCEDE03082	0	-1
3083	ACCEDE03083	-1	1
3084	ACCEDE03084	0	0
3085	ACCEDE03085	1	0
3086	ACCEDE03086	-1	0
3087	ACCEDE03087	1	-1
3088	ACCEDE03088	0	0
3089	ACCEDE03089	0	-1
3090	ACCEDE03090	-1	0
3091	ACCEDE03091	-1	-1
3092	ACCEDE03092	1	-1
3093	ACCEDE03093	-1	1
3094	ACCEDE03094	0	-1
3095	ACCEDE03095	0	-1
3096	ACCEDE03096	0	-1
3097	ACCEDE03097	0	-1
3098	ACCEDE03098	1	-1
3099	ACCEDE03099	-1	-1
3100	ACCEDE03100	-1	-1
3101	ACCEDE03101	-1	1
3102	ACCEDE03102	-1	-1
3103	ACCEDE03103	-1	0
3104	ACCEDE03104	-1	1
3105	ACCEDE03105	-1	0
3106	ACCEDE03106	1	-1
3107	ACCEDE03107	0	0
3108	ACCEDE03108	1	-1
3109	ACCEDE03109	1	-1
3110	ACCEDE03110	-1	-1
3111	ACCEDE03111	0	0
3112	ACCEDE03112	1	-1
3113	ACCEDE03113	1	-1
3114	ACCEDE03114	-1	-1
3115	ACCEDE03115	0	-1
3116	ACCEDE03116	0	-1
3117	ACCEDE03117	-1	1
3118	ACCEDE03118	1	-1
3119	ACCEDE03119	-1	-1
3120	ACCEDE03120	-1	1
3121	ACCEDE03121	-1	-1
3122	ACCEDE03122	-1	1
3123	ACCEDE03123	-1	-1
3124	ACCEDE03124	-1	-1
3125	ACCEDE03125	-1	1
3126	ACCEDE03126	-1	1
3127	ACCEDE03127	-1	0
3128	ACCEDE03128	-1	1
3129	ACCEDE03129	0	1
3130	ACCEDE03130	-1	-1
3131	ACCEDE03131	-1	-1
3132	ACCEDE03132	1	0
3133	ACCEDE03133	-1	-1
3134	ACCEDE03134	1	-1
3135	ACCEDE03135	0	-1
3136	ACCEDE03136	0	1
3137	ACCEDE03137	-1	0
3138	ACCEDE03138	-1	-1
3139	ACCEDE03139	0	-1
3140	ACCEDE03140	-1	-1
3141	ACCEDE03141	0	1
3142	ACCEDE03142	0	1
3143	ACCEDE03143	0	0
3144	ACCEDE03144	0	1
3145	ACCEDE03145	-1	0
3146	ACCEDE03146	-1	0
3147	ACCEDE03147	-1	0
3148	ACCEDE03148	0	-1
3149	ACCEDE03149	-1	-1
3150	ACCEDE03150	1	-1
3151	ACCEDE03151	0	1
3152	ACCEDE03152	-1	1
3153	ACCEDE03153	-1	-1
3154	ACCEDE03154	0	1
3155	ACCEDE03155	0	-1
3156	ACCEDE03156	-1	1
3157	ACCEDE03157	1	-1
3158	ACCEDE03158	1	-1
3159	ACCEDE03159	-1	-1
3160	ACCEDE03160	1	-1
3161	ACCEDE03161	-1	0
3162	ACCEDE03162	-1	-1
3163	ACCEDE03163	0	1
3164	ACCEDE03164	-1	-1
3165	ACCEDE03165	-1	-1
3166	ACCEDE03166	-1	-1
3167	ACCEDE03167	-1	1
3168	ACCEDE03168	0	0
3169	ACCEDE03169	-1	1
3170	ACCEDE03170	1	-1
3171	ACCEDE03171	0	1
3172	ACCEDE03172	-1	0
3173	ACCEDE03173	0	-1
3174	ACCEDE03174	0	-1
3175	ACCEDE03175	0	-1
3176	ACCEDE03176	-1	1
3177	ACCEDE03177	-1	-1
3178	ACCEDE03178	-1	1
3179	ACCEDE03179	-1	-1
3180	ACCEDE03180	0	-1
3181	ACCEDE03181	-1	-1
3182	ACCEDE03182	0	1
3183	ACCEDE03183	0	-1
3184	ACCEDE03184	-1	-1
3185	ACCEDE03185	-1	-1
3186	ACCEDE03186	0	1
3187	ACCEDE03187	-1	1
3188	ACCEDE03188	-1	1
3189	ACCEDE03189	0	1
3190	ACCEDE03190	-1	-1
3191	ACCEDE03191	-1	1
3192	ACCEDE03192	-1	-1
3193	ACCEDE03193	-1	1
3194	ACCEDE03194	0	1
3195	ACCEDE03195	1	-1
3196	ACCEDE03196	-1	1
3197	ACCEDE03197	0	0
3198	ACCEDE03198	-1	0
3199	ACCEDE03199	0	-1
3200	ACCEDE03200	-1	-1
3201	ACCEDE03201	-1	-1
3202	ACCEDE03202	-1	-1
3203	ACCEDE03203	-1	-1
3204	ACCEDE03204	-1	0
3205	ACCEDE03205	0	1
3206	ACCEDE03206	-1	0
3207	ACCEDE03207	-1	-1
3208	ACCEDE03208	-1	1
3209	ACCEDE03209	-1	1
3210	ACCEDE03210	-1	-1
3211	ACCEDE03211	0	-1
3212	ACCEDE03212	0	1
3213	ACCEDE03213	0	-1
3214	ACCEDE03214	0	0
3215	ACCEDE03215	-1	1
3216	ACCEDE03216	0	1
3217	ACCEDE03217	-1	-1
3218	ACCEDE03218	-1	1
3219	ACCEDE03219	0	0
3220	ACCEDE03220	-1	0
3221	ACCEDE03221	-1	-1
3222	ACCEDE03222	1	1
3223	ACCEDE03223	-1	1
3224	ACCEDE03224	-1	1
3225	ACCEDE03225	1	-1
3226	ACCEDE03226	-1	1
3227	ACCEDE03227	1	-1
3228	ACCEDE03228	-1	1
3229	ACCEDE03229	-1	1
3230	ACCEDE03230	-1	1
3231	ACCEDE03231	-1	-1
3232	ACCEDE03232	-1	1
3233	ACCEDE03233	-1	1
3234	ACCEDE03234	1	0
