id	name	valenceClass	arousalClass
751	MEDIAEVAL00751	0	0
752	MEDIAEVAL00752	0	-1
753	MEDIAEVAL00753	-1	1
754	MEDIAEVAL00754	0	0
755	MEDIAEVAL00755	0	0
756	MEDIAEVAL00756	1	0
757	MEDIAEVAL00757	0	-1
758	MEDIAEVAL00758	0	0
759	MEDIAEVAL00759	1	0
760	MEDIAEVAL00760	-1	0
761	MEDIAEVAL00761	0	0
762	MEDIAEVAL00762	0	0
763	MEDIAEVAL00763	1	0
764	MEDIAEVAL00764	-1	0
765	MEDIAEVAL00765	0	0
766	MEDIAEVAL00766	1	0
767	MEDIAEVAL00767	0	0
768	MEDIAEVAL00768	1	-1
769	MEDIAEVAL00769	1	-1
770	MEDIAEVAL00770	-1	-1
771	MEDIAEVAL00771	0	0
772	MEDIAEVAL00772	0	0
773	MEDIAEVAL00773	0	0
774	MEDIAEVAL00774	0	-1
775	MEDIAEVAL00775	0	0
776	MEDIAEVAL00776	0	0
777	MEDIAEVAL00777	-1	0
778	MEDIAEVAL00778	0	-1
779	MEDIAEVAL00779	0	-1
780	MEDIAEVAL00780	0	0
781	MEDIAEVAL00781	0	0
782	MEDIAEVAL00782	0	0
783	MEDIAEVAL00783	-1	0
784	MEDIAEVAL00784	1	0
785	MEDIAEVAL00785	0	0
786	MEDIAEVAL00786	1	0
787	MEDIAEVAL00787	-1	0
788	MEDIAEVAL00788	0	0
789	MEDIAEVAL00789	0	0
790	MEDIAEVAL00790	0	0
791	MEDIAEVAL00791	0	1
792	MEDIAEVAL00792	0	0
793	MEDIAEVAL00793	1	-1
794	MEDIAEVAL00794	0	0
795	MEDIAEVAL00795	0	0
796	MEDIAEVAL00796	0	0
797	MEDIAEVAL00797	-1	0
798	MEDIAEVAL00798	-1	1
799	MEDIAEVAL00799	-1	1
800	MEDIAEVAL00800	-1	1
801	MEDIAEVAL00801	-1	1
802	MEDIAEVAL00802	-1	1
803	MEDIAEVAL00803	-1	1
804	MEDIAEVAL00804	-1	1
805	MEDIAEVAL00805	-1	1
806	MEDIAEVAL00806	-1	1
807	MEDIAEVAL00807	-1	0
808	MEDIAEVAL00808	-1	1
809	MEDIAEVAL00809	-1	0
810	MEDIAEVAL00810	-1	0
811	MEDIAEVAL00811	0	-1
812	MEDIAEVAL00812	-1	0
813	MEDIAEVAL00813	-1	0
814	MEDIAEVAL00814	-1	0
815	MEDIAEVAL00815	-1	0
816	MEDIAEVAL00816	-1	1
817	MEDIAEVAL00817	-1	1
818	MEDIAEVAL00818	-1	0
819	MEDIAEVAL00819	0	0
820	MEDIAEVAL00820	0	0
821	MEDIAEVAL00821	0	0
822	MEDIAEVAL00822	-1	0
823	MEDIAEVAL00823	-1	1
824	MEDIAEVAL00824	-1	0
825	MEDIAEVAL00825	-1	1
826	MEDIAEVAL00826	0	-1
827	MEDIAEVAL00827	0	-1
828	MEDIAEVAL00828	0	0
829	MEDIAEVAL00829	-1	1
830	MEDIAEVAL00830	-1	1
831	MEDIAEVAL00831	-1	1
832	MEDIAEVAL00832	-1	1
833	MEDIAEVAL00833	0	0
834	MEDIAEVAL00834	1	0
835	MEDIAEVAL00835	-1	0
836	MEDIAEVAL00836	-1	0
837	MEDIAEVAL00837	-1	0
838	MEDIAEVAL00838	-1	1
839	MEDIAEVAL00839	0	0
840	MEDIAEVAL00840	-1	1
841	MEDIAEVAL00841	-1	1
842	MEDIAEVAL00842	0	0
843	MEDIAEVAL00843	-1	0
844	MEDIAEVAL00844	0	0
845	MEDIAEVAL00845	-1	0
846	MEDIAEVAL00846	-1	1
847	MEDIAEVAL00847	-1	1
848	MEDIAEVAL00848	-1	1
849	MEDIAEVAL00849	-1	1
850	MEDIAEVAL00850	0	0
851	MEDIAEVAL00851	-1	1
852	MEDIAEVAL00852	-1	1
853	MEDIAEVAL00853	-1	1
854	MEDIAEVAL00854	-1	1
855	MEDIAEVAL00855	0	0
856	MEDIAEVAL00856	0	0
857	MEDIAEVAL00857	-1	0
858	MEDIAEVAL00858	-1	1
859	MEDIAEVAL00859	-1	1
860	MEDIAEVAL00860	-1	1
861	MEDIAEVAL00861	-1	1
862	MEDIAEVAL00862	0	1
863	MEDIAEVAL00863	-1	0
864	MEDIAEVAL00864	-1	-1
865	MEDIAEVAL00865	-1	0
866	MEDIAEVAL00866	-1	1
867	MEDIAEVAL00867	-1	0
868	MEDIAEVAL00868	0	-1
869	MEDIAEVAL00869	-1	-1
870	MEDIAEVAL00870	-1	0
871	MEDIAEVAL00871	-1	0
872	MEDIAEVAL00872	1	-1
873	MEDIAEVAL00873	1	-1
874	MEDIAEVAL00874	0	-1
875	MEDIAEVAL00875	1	-1
876	MEDIAEVAL00876	1	0
877	MEDIAEVAL00877	1	0
878	MEDIAEVAL00878	1	-1
879	MEDIAEVAL00879	0	-1
880	MEDIAEVAL00880	-1	0
881	MEDIAEVAL00881	0	-1
882	MEDIAEVAL00882	0	0
883	MEDIAEVAL00883	0	-1
884	MEDIAEVAL00884	1	-1
885	MEDIAEVAL00885	1	-1
886	MEDIAEVAL00886	0	0
887	MEDIAEVAL00887	0	0
888	MEDIAEVAL00888	0	0
889	MEDIAEVAL00889	0	-1
890	MEDIAEVAL00890	0	0
891	MEDIAEVAL00891	0	-1
892	MEDIAEVAL00892	-1	0
893	MEDIAEVAL00893	0	0
894	MEDIAEVAL00894	1	-1
895	MEDIAEVAL00895	1	0
896	MEDIAEVAL00896	1	-1
897	MEDIAEVAL00897	-1	1
898	MEDIAEVAL00898	-1	1
899	MEDIAEVAL00899	-1	0
900	MEDIAEVAL00900	0	-1
901	MEDIAEVAL00901	1	0
902	MEDIAEVAL00902	1	0
903	MEDIAEVAL00903	0	-1
904	MEDIAEVAL00904	1	-1
905	MEDIAEVAL00905	1	-1
906	MEDIAEVAL00906	0	-1
907	MEDIAEVAL00907	-1	0
908	MEDIAEVAL00908	0	-1
909	MEDIAEVAL00909	0	-1
910	MEDIAEVAL00910	1	0
911	MEDIAEVAL00911	0	-1
912	MEDIAEVAL00912	0	-1
913	MEDIAEVAL00913	0	0
914	MEDIAEVAL00914	-1	-1
915	MEDIAEVAL00915	0	-1
916	MEDIAEVAL00916	0	0
917	MEDIAEVAL00917	-1	0
918	MEDIAEVAL00918	-1	0
919	MEDIAEVAL00919	1	-1
920	MEDIAEVAL00920	0	-1
921	MEDIAEVAL00921	1	-1
922	MEDIAEVAL00922	-1	-1
923	MEDIAEVAL00923	-1	0
924	MEDIAEVAL00924	-1	0
925	MEDIAEVAL00925	0	-1
926	MEDIAEVAL00926	0	-1
927	MEDIAEVAL00927	1	-1
928	MEDIAEVAL00928	0	-1
929	MEDIAEVAL00929	-1	0
930	MEDIAEVAL00930	0	0
931	MEDIAEVAL00931	-1	0
932	MEDIAEVAL00932	0	-1
933	MEDIAEVAL00933	1	-1
934	MEDIAEVAL00934	0	-1
935	MEDIAEVAL00935	0	-1
936	MEDIAEVAL00936	0	-1
937	MEDIAEVAL00937	0	-1
938	MEDIAEVAL00938	0	0
939	MEDIAEVAL00939	0	-1
940	MEDIAEVAL00940	0	0
941	MEDIAEVAL00941	1	-1
942	MEDIAEVAL00942	0	-1
943	MEDIAEVAL00943	0	-1
944	MEDIAEVAL00944	1	-1
945	MEDIAEVAL00945	1	0
946	MEDIAEVAL00946	-1	0
947	MEDIAEVAL00947	0	0
948	MEDIAEVAL00948	0	0
949	MEDIAEVAL00949	-1	-1
950	MEDIAEVAL00950	0	-1
951	MEDIAEVAL00951	0	0
952	MEDIAEVAL00952	1	-1
953	MEDIAEVAL00953	1	-1
954	MEDIAEVAL00954	0	0
955	MEDIAEVAL00955	1	-1
956	MEDIAEVAL00956	0	0
957	MEDIAEVAL00957	0	-1
958	MEDIAEVAL00958	0	0
959	MEDIAEVAL00959	0	0
960	MEDIAEVAL00960	-1	1
961	MEDIAEVAL00961	-1	1
962	MEDIAEVAL00962	-1	1
963	MEDIAEVAL00963	-1	1
964	MEDIAEVAL00964	-1	0
965	MEDIAEVAL00965	-1	1
966	MEDIAEVAL00966	-1	1
967	MEDIAEVAL00967	-1	1
968	MEDIAEVAL00968	1	0
969	MEDIAEVAL00969	-1	0
970	MEDIAEVAL00970	-1	0
971	MEDIAEVAL00971	-1	1
972	MEDIAEVAL00972	-1	1
973	MEDIAEVAL00973	-1	0
974	MEDIAEVAL00974	0	0
975	MEDIAEVAL00975	-1	1
976	MEDIAEVAL00976	-1	1
977	MEDIAEVAL00977	-1	0
978	MEDIAEVAL00978	0	0
979	MEDIAEVAL00979	-1	0
980	MEDIAEVAL00980	-1	0
981	MEDIAEVAL00981	0	0
982	MEDIAEVAL00982	0	0
983	MEDIAEVAL00983	0	0
984	MEDIAEVAL00984	-1	0
985	MEDIAEVAL00985	-1	0
986	MEDIAEVAL00986	0	1
987	MEDIAEVAL00987	0	0
988	MEDIAEVAL00988	0	0
989	MEDIAEVAL00989	0	0
990	MEDIAEVAL00990	0	0
991	MEDIAEVAL00991	-1	1
992	MEDIAEVAL00992	-1	-1
993	MEDIAEVAL00993	-1	1
994	MEDIAEVAL00994	-1	1
995	MEDIAEVAL00995	0	-1
996	MEDIAEVAL00996	0	-1
997	MEDIAEVAL00997	0	0
998	MEDIAEVAL00998	0	0
999	MEDIAEVAL00999	-1	0
1000	MEDIAEVAL01000	0	-1
1001	MEDIAEVAL01001	0	-1
1002	MEDIAEVAL01002	0	0
1003	MEDIAEVAL01003	0	-1
1004	MEDIAEVAL01004	0	-1
1005	MEDIAEVAL01005	0	0
1006	MEDIAEVAL01006	0	0
1007	MEDIAEVAL01007	0	0
1008	MEDIAEVAL01008	-1	1
1009	MEDIAEVAL01009	-1	1
1010	MEDIAEVAL01010	-1	0
1011	MEDIAEVAL01011	-1	0
1012	MEDIAEVAL01012	0	0
1013	MEDIAEVAL01013	1	-1
1014	MEDIAEVAL01014	0	-1
1015	MEDIAEVAL01015	0	-1
1016	MEDIAEVAL01016	1	-1
1017	MEDIAEVAL01017	1	-1
1018	MEDIAEVAL01018	0	-1
1019	MEDIAEVAL01019	1	-1
1020	MEDIAEVAL01020	1	-1
1021	MEDIAEVAL01021	-1	0
1022	MEDIAEVAL01022	0	0
1023	MEDIAEVAL01023	0	-1
1024	MEDIAEVAL01024	-1	0
1025	MEDIAEVAL01025	1	-1
1026	MEDIAEVAL01026	1	-1
1027	MEDIAEVAL01027	1	-1
1028	MEDIAEVAL01028	1	-1
1029	MEDIAEVAL01029	1	0
1030	MEDIAEVAL01030	1	-1
1031	MEDIAEVAL01031	1	-1
1032	MEDIAEVAL01032	1	-1
1033	MEDIAEVAL01033	1	-1
1034	MEDIAEVAL01034	1	-1
1035	MEDIAEVAL01035	0	-1
1036	MEDIAEVAL01036	1	0
1037	MEDIAEVAL01037	1	1
1038	MEDIAEVAL01038	1	0
1039	MEDIAEVAL01039	1	0
1040	MEDIAEVAL01040	1	0
1041	MEDIAEVAL01041	-1	1
1042	MEDIAEVAL01042	-1	0
1043	MEDIAEVAL01043	-1	1
1044	MEDIAEVAL01044	-1	0
1045	MEDIAEVAL01045	0	0
1046	MEDIAEVAL01046	1	-1
1047	MEDIAEVAL01047	0	0
1048	MEDIAEVAL01048	-1	-1
1049	MEDIAEVAL01049	-1	0
1050	MEDIAEVAL01050	-1	-1
1051	MEDIAEVAL01051	0	-1
1052	MEDIAEVAL01052	-1	-1
1053	MEDIAEVAL01053	1	-1
1054	MEDIAEVAL01054	1	-1
1055	MEDIAEVAL01055	1	-1
1056	MEDIAEVAL01056	1	-1
1057	MEDIAEVAL01057	0	-1
1058	MEDIAEVAL01058	-1	1
1059	MEDIAEVAL01059	0	-1
1060	MEDIAEVAL01060	0	0
1061	MEDIAEVAL01061	0	0
1062	MEDIAEVAL01062	-1	0
1063	MEDIAEVAL01063	-1	0
1064	MEDIAEVAL01064	-1	0
1065	MEDIAEVAL01065	-1	0
1066	MEDIAEVAL01066	0	-1
1067	MEDIAEVAL01067	0	0
1068	MEDIAEVAL01068	-1	0
1069	MEDIAEVAL01069	0	0
1070	MEDIAEVAL01070	0	0
1071	MEDIAEVAL01071	-1	0
1072	MEDIAEVAL01072	-1	0
1073	MEDIAEVAL01073	-1	0
1074	MEDIAEVAL01074	-1	0
1075	MEDIAEVAL01075	-1	0
1076	MEDIAEVAL01076	-1	1
1077	MEDIAEVAL01077	-1	0
1078	MEDIAEVAL01078	-1	1
1079	MEDIAEVAL01079	-1	0
1080	MEDIAEVAL01080	-1	1
1081	MEDIAEVAL01081	-1	0
1082	MEDIAEVAL01082	-1	1
1083	MEDIAEVAL01083	-1	0
1084	MEDIAEVAL01084	-1	0
1085	MEDIAEVAL01085	-1	1
1086	MEDIAEVAL01086	-1	0
1087	MEDIAEVAL01087	-1	0
1088	MEDIAEVAL01088	-1	1
1089	MEDIAEVAL01089	-1	0
1090	MEDIAEVAL01090	-1	0
1091	MEDIAEVAL01091	-1	0
1092	MEDIAEVAL01092	-1	0
1093	MEDIAEVAL01093	0	0
1094	MEDIAEVAL01094	0	0
1095	MEDIAEVAL01095	-1	0
1096	MEDIAEVAL01096	0	1
1097	MEDIAEVAL01097	-1	0
1098	MEDIAEVAL01098	-1	0
1099	MEDIAEVAL01099	-1	0
